source_type,session,model_test,source_page,source_question_number,status,difficulty,answer_source,correct_option,topic_tags,validation_issues,question_text,options_json
previous_year,,,149,68,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,রক্ততঞ্চনের ER নামে পরিচিত? জম (৯) ক্রিসমাস ফ্যাষ্টির ০) ob ফ্যাক্টর Short Syllabus (0) Rf ফ্যাক্টর,[]
previous_year,,,149,9,draft,medium,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"সবাত ""FT প্রক্রিয়ায় ইলেকট্রন প্রবাহের ফলে নিচের কোনটি (৩) এ্যান্টিহিমোফিলিক ফ্যাটর উৎপন্ন হয়? 69. নিচের কোন অণুজীব পাটের আঁশ ছাড়াতে সাহায্য করে?","[{""label"":""a"",""text"":""Clostridium""},{""label"":""b"",""text"":""Azotobacter Gums masa awn Ome ০. দেহে স্বাভাবিক অবস্থায় ভাইরাসের বিরুদ্ধে প্রতিরোধ গড়ে 70 কোন এনজাইমটি জৈব প্রযুক্তিতে জোড়া লাগানোর কাজে তোলে কোনটি? ব্যবহৃত হয়? ৩) ফমল্লিয়েন্ট সিস্টেম [Chi] ()লাইপেজ ০) আ্যামাইলেজ (৩) ইস্টারফেরন (৫) নিউট্রোফিল (©) লাইগেজ (৫) নিউক্লিয়েজ""}]"
previous_year,,,149,2,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,আ্যালভিওলাইগুলো থে ব্যবধায়ক পর্দার মাধ্যমে পৃথক থাকে তার | 71. মানুষের রক্ত গ্রুপিংয়ের জন্য দায়ী প্লাজমা Af অবস্থিত Awd প্রোটিনের নাম কী? (2) SRT (৮) এপিথেলিয়াম,"[{""label"":""a"",""text"":""গ্লোবিউলিন (৬) cena (© BR @ gm (০) ফাইর্রিনোজেন (৫) আযান্টিজেন""}]"
previous_year,,,149,6,draft,medium,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,SAN থেকে AVN. উদ্দীপনার ঢেউ পরিধহনে কত সেকেন্ড | 72. ষ্যাকটেরিয়ার কোষ প্রাচীরে থাকে- দেরি হয়? (৬) সেলুলোজ ® পেকটিন (৬১০15 সে. (০১০25 সে. (9 কাইটিন © মিউকোপেপটাইড ৩)০০5লে. (9)০35সে. 73. গ্লাইকোলাইসিস কোথায় সংঘটিত হয়?,[]
previous_year,,,149,7,draft,easy,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,নিচের কোন পদ্ধতিতে ভাইরাসমুক্ত উড়িদ তৈরি করা হয়? (9) ক্লোরোগ্লাস্টে ©) লিউকোগ্লাস্টে,"[{""label"":""a"",""text"":""মেরিস্টেম কালচার (০) ইনভিট্রো কালচার (9 সাইটোগ্লাজমে (৫) মাইটোকস্টিয়ায় (9) ক্লোনিং (4) টিস্যু কালচার 74. অসি যে আবরণ দ্বারা আবৃত থাকে তাকে বলে-""}]"
previous_year,,,149,9,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,নিচের কোন এনজাইমের করিয়ায় জটিল শর্করা বিস্লেষিত হয়? 0) পেরিতন্টিয়াম ৬) crf,"[{""label"":""a"",""text"":""আ্যামাইলোলাইটিক (8) প্রোটিওলাইটিক (© পেরিকাড্ডিয়াম (4) corti (9) লাইপোলাইটিক @ পেপটিওলাইটিক 75. খাদ্যনালির কোন অংশের কোষ দারা Te শোষিত হয়?""}]"
previous_year,,,149,4,draft,easy,needs_review,,plant-physiology|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Rm বিশ্ব যুদ্ধের সময় bons চাহিদা যেটাতে কোন | 78. সালোকসংশ্লেষণের সময় পানি থেকে ইলেকট্রন পরিবহন করতে অপুলাবটি কাম্চর কর হয়? কোন যৌলগুলো সহায়তা করে? (৬) ব্যাকটেরিয়া ৬) ভাইরাস লাস ওয ®)MneCl (© পেনিসিলিন ইষ্ট Nasal @FesCu,[]
previous_year,,,149,55,draft,easy,needs_review,,botany|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ফল ও বীজের বৃদ্ধির জন্য নিচের কোন ফাইটোহরমোন প্রয়োজন? | 80. উদ্ভিদের কোন অংশটি জনন কাজে অংশগ্রহণ করে না? (৭) জিব্বেরেশিন (0) সাইটোকাইনিন (@ গর্ভমুও 0১) পুকেশর (©) ফ্লোরিজেন (@ পেরিলিফ OF (৫) পরাগখলি ছা ts as von. [ডু,[]
previous_year,,,162,59,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি ডিএনএ ভাইরাল? me @HAV মদদ (HCV,"[{""label"":""d"",""text"":""HEV © Ly 3 © পা @3 ৪0. মূলের Rare কী বলে? 71. ১৭১ ও রেখাটি এবং ম- অক্ষের সাপেক্ষে এর প্রতিবিস্ব (8) এপিজারিস (8) era fy অক্ষের সাথে যে বরিভুজ তৈরী করে তার ক্ষেত্রফল © হাইডাথেড (4) cfr w=""}]"
previous_year,,,162,63,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,মানবদেহের দীর্ঘতম কোষ কোনটি? 74. সমীকরণ = 0 বৃত্তের একটি ব্যাস এবং কেন্দ্র থেকে,"[{""label"":""a"",""text"":""FEI""},{""label"":""b"",""text"":""রক্তকোষ ১ - 2 স 0 স্পর্শকের দুরত্ব 2 হলে, বৃত্তটির সমীকরণ কী? (©) মেলানিন (৫) গ্লাইসিন জম +১২-ক০০ (৮৮ +১২+4-০""}]"
previous_year,,,162,66,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,নিয়োক্ত কোন পাচক রসে এনজাইম থাকে না? @60° চ)% 9120 (41505,"[{""label"":""a"",""text"":""আস্তিক রস (0) অগ্ন্যাশয় রস 77. sin20°-sind0° Sin60* - sing0® <7 © freer © কোনটিই নয় ওয় om ef ওর""}]"
previous_year,,,163,70,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি সু জিন নিয়ন্ত্রিত বৈশিষ্ট্য? @m=3 ©m=-3 @m=4 @me—t (৪) হিমোফিলিয়া )কানের লোম (০) রাতকানা @ বর্ণাঙ্ধতা স্তর 71. কোনটি Pasceas গোত্রের ফলের প্রকৃতি?,"[{""label"":""a"",""text"":""ক্যারিওপসিস (0) বেরি""}]"
previous_year,,,163,58,draft,medium,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Mesoglea কোথায় সবচেয়ে পুরু? (৩) ব্যাকটেরিয়া (4) ভাইরাস ও) fe ©) পাদ চাকতি 74. কোনটিতে লাইসোজেনিক চক্র দেখা যায় না? © cE (৫) Pete © Lambda ফায় © Pm,[]
previous_year,,,163,59,draft,easy,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,মানবদেহে কয়টি লালা aff রয়েছে? © (OM ফায় @e ৬১৪ ©¢ ৫৬৬ 75. কোন ভাইরাসের ফলে শিশু অপরিণত af নিয়ে জন্মায়?,[]
previous_year,,,163,60,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি মিশ্র গ্রন্থি নয়? ০)নিণা (৬)ছিকা (9) ইবোলা (4)সোয়াইনফ্ক (৭) অগ্ন্যাশয় (৮) মলাশয় (0) শুক্রাশয় (৫) ডিস্বাশয় 76. মায়োসিস কোষ বিভাজনের কোন উপ-পর্যায়ে বাইভ্যালেন্টের,[]
previous_year,,,163,61,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি মানুষের fd মস্তিক নামে পরিচিত? EAP পরস্পরকে বিকর্ষণ করে? (2) FES (৮) এন্টেরিক ET (8) প্যাকাইটিন (8) ডিপ্লোটিন (©) মায়েন্টারিক গ্লেক্সাস (4) CMY ৩) ভায়াকাইনেসিস (4) জাইগোটিন © কেটি gers ছিতীয় তর? 77. কোন ery লিপিড বিপাক নিয়ন্ত্রণ করে? (2) <18.5 kgf (©)25-299 kg/m Efe ) মাইটোকন্ট্রিয়া (€)30:34.9 kg/m? (@ 35-399 kg/m? (9) গলগি বডি (এ) রাইবোসোম,[]
previous_year,,,163,63,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি প্লাজমা প্রোটিন নয়? 78. কোনটি এক আবরণী অঙ্গাণু?,"[{""label"":""a"",""text"":""ক্রিয়েটিনিন (৮) ফাইব্রিনোজেন (@ কোষ গতর (৪) নিউক্লিয়াস এ) আ্যালবুমিন (৫) স্লোবিউলিন (© গলগি বডি (4) লেস্ট্রিওল""}]"
previous_year,,,163,64,draft,hard,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,মানবদেহে কোথায় সবচেয়ে বেশি রক্ত প্রবাহিত হয়? 79. চ15-এ ইলেকট্রনের সর্বশেষ গ্রহীতা কোনটি? (৯) যকৃৎ OIE OF (৫) ফুসফুস (=) FAD (৮) কো-এনজাইম Q ৪5. রক্তের কোন পরীক্ষার মাধ্যমে হার্ট ফেইলিউর সম্পর্কে নিশ্চিত ০36৯ (এ) অক্সিজেন হওয়া যায়? ৪0. প্লাসমিড এহণের জন্য বিশেষ পরিবেশ সৃষ্টিতে কোনটি ব্যবহার @BNP (CBC (৩78৮ (4) HBsAg 'করা হয়?,[]
previous_year,,,171,1,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"নিচের কোন অরবিটালটি ভাছেল আকৃতির? 48. 18841 ক্যাথোডে re করতে প্রয়োজনীয় বিদ্যুতের পরিমাণ- @a=41=3 ®a=11=0 @20F ®15F ©25F (3OF ©@n=21=0 @n=31=1 49. স্থির তাপমাত্রায় গ্যাসের বর্গমূল গড় বর্ণ বেগের মানের কোন ১. N30, = 2NO, বিক্রিয়ার জন্য 30°C তাপমাত্রায়. ক্রমটি সঠিক? Kp = 32 atm এবং মোট চাপ 2 09 হলে বিয়োজন মাত্রা @N>H>C0; চে॥নহস মম: ০০২ 2 Poy 5 ©C0:>N>H, (@N;>C0;>H, ®% OF OF @390 | eee FE ইলেকট্রোডে 11:50, এর জয় দ্রবণকে তড়িৎ বিশ্লেষণ (8) আইসোটোপ (৬) আইসোট্টোন করলে SATS কোনটি উৎপন্ন হয়? (©) আইসোবার (4) আইসোমার @s 0১৩০০, 0 @ Mg 51. (1100); এবং (1011), এর বিয়োগফল কত?",[]
previous_year,,,172,67,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,FRAC TAHT ও বক্ষচক্রে রক্ত সরবরাহ করে কোনটি? @23N ®I2N ৩2 (@3VaN,"[{""label"":""a"",""text"":""সিলিয়াকো-মেসেন্টরিক (৮) প্যারাইটাল 79. (7) = (© ইলিয়াক @ সাবর্ল্যাডিয়ান ৬০ BE ee @2""}]"
previous_year,,,172,68,draft,medium,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"কোন পর্বের প্রাণীতে Rend ক্লিভেজ দেখা যায়? 80. 7, = 2+1 WR, = 341 হলে, 2,7; এর মড়ুলাস- প্র (5) Chordata @6 GNI ©7 @sv3 0৩) Annelida","[{""label"":""d"",""text"":""Mollusc""},{""label"":""a"",""text"":""@""}]"
previous_year,,,172,70,draft,hard,needs_review,,genetics|cell-biology|cell-division|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"ম0+5)4-5 = 1 ব্ররেখাটির 1,0) বি্দুতে স্পর্শকের ঢাল- (২) আামাইটোসিস ৬) নাইটোসিস @-1 ০৩৫ ০1 @2 (© মিয়োসিস (4) জেনেটিক ইঞ্জিনিয়ারিং A= [৪] একটি 3 x 3 আকারের বর্গ WG যেখানে, 3g = | TNS গখং২& এর নিউক্লিয়াস ত্যাগের ধাপ নয় কোনটি? 20+), ঘন, i>) (9) ক্যাপিং (8) টেইলিং (৩) রিপেয়ারিং (৫) স্মলাইসিং +, ix i} wn ট্রেস কত? ৩8. Ebola ভাইরাসের আক্রমণে দেহের কী ্ষতি হয়? i=) wa 151 (৪) কিডনি নষ্ট হয় ©) দেহের কোষ ফেটে যায় গত ০৬১১ ০12 (10 ৩) কোষ বিভাজিত হয় (৫) রক্তশূন্যতা দেখা দেয়",[]
previous_year,,,172,72,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,AY =0 ও y= VE RT OT পোলার | 59. কোনটি বেসাণবামুলীয় ্লাসেন্টেশনের উদাহরণ? হানাঙ্ক কতা (৬) ব্রিধারা (৪)ধান (9 সূর্যমদী (৫) সবগুলো ৯) ® {4-3 60. গাছের পাতা বড় হওয়ার জন্য কোন ভাজক টিস্যুর ভূমিকা © ©) mo,[]
previous_year,,,172,75,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"pe + 4১২ = 1 উপবৃতটি(ক2,0) বিন্দু দিয়ে যায়। p এর জা - 1 দাহতত কত a উদিন সৃষ্টিতে কোন এনজাইম ব্যবহার করা হয়? A A (৩) নিফ জিন (১) বিটা ক্যারোটিন wx OF ও @z (© AtNEXI @ fei",[]
previous_year,,,173,66,draft,medium,needs_review,,cell-biology|zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,টেলোফেজ-২ ধাপে কোথায় নিউক্লিওলাস সৃষ্টি হয়? 78. পুরুষ ঘাসফড়িংয়ের মাশরুম গ্রন্থিতে কোন রেডন অঙ্গ পাওয়া যায়? (0) ক্রোমাটিড © ceri (2) ইউনেট কোষ (8) ইউরিকোজ গ্রন্থি (© ট্র্যাকশন ফাইবার (৫) স্যাট ত্রোমোজোম (©) নেফ্রোসাইট (৫) কিউটিকল,[]
previous_year,,,173,67,draft,medium,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,FAT সার্কোমা কোন ভাইরাসের কারণে হয়? 79. একজন ৬ বছরের বালিকার দাঁতের সংকেত (IPM) কোনটি? (2) হেপাটাইটিস 0৬) প্যাপিলোমা (@ 1G; PM; (৬) CRM; (০) ইপস্টেইন-বার (৫) হার্পিস সিমপ্লেক্স (91১03 ৮09 (9) 1209 Mz,[]
previous_year,,,173,68,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,লিউক্লিওটাইডের ভাণ্ডার কোনটি? 80. যকৃত ফোন হরমোনটি অপেক্ষাকৃত দ্রুত ধ্বংস করে? @ নিউক্লিয়াস ৩) নিউক্লিওলাস (9) টেস্টোস্টেরন (8) ইনসুলিন (০9) মাইটোকন্দ্রিয়া (৫) রাইবোসোম (9) আন্টি হরমোন (৫) STE,[]
previous_year,,,173,69,draft,medium,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,সর্পিলাকার ক্লোরোপ্লাস্ট কোথায় দেখা যায়? বস (৩) Ocdogoniun © Zygnena,[]
previous_year,,,173,72,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"OTR TT অভাব হে প্রথম কোন কোষের মৃত্যু ঘটা? | (4 যাদি nC wien 3x, 45 এবং 4১: ১ TET © পেশি বো ০) মানু কোষ Matrix হয় এবং DT = AT + (87 x 0 হয় তবে D এর ©rse wee মাত্রা কোনটি?",[]
previous_year,,,173,73,draft,easy,needs_review,,plant-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি ০: উদ়িদের ক্ষেত্রে প্রযোজ্য? (৬) উচ্চভাপমাত্রায় খাপ খাওয়াতে অক্ষম @3xS চোেরসড 053 ব)5সর ৬) জ্রাঙ্জ আযানাটারি বিদ্যমান ৩9. EL = 1 অধিবৃত্তের অসীমতটদ্ধয়ের ঢালঘয়ের ওপফল কত? (9) CO; এর ঘনত্ব বেশি হওয়া প্রয়োজন @F 6-5 oF ও (0) সালোকসংশ্লেষণের হার কম 60. একটি বাসকে স্থির অবস্থান হতে 2185-* AGH চলতে দেখে,[]
previous_year,,,181,10,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,বাফার দ্রবণে অন্ন ও এ STH অনুবন্ধী ক্ষারকের ঘনমাত্রা সমান উপযোগী? হলে-,"[{""label"":""a"",""text"":""Bg এসিড ও দুর্বল ক্ষার (4) pH = pK, (6) pH > pK, (8) দুর্বল এসিড ও Sig ক্ষার (911 এ pK, (৫) কোনোটিই নয় (9) দুর্বল এসিড ও দুর্বল ক্ষার (1. কোন ক্ষেত্রে 0002 গ্যাস উৎপন্ন হয়? (৫) কোনোটিই নয় (9) 080 উন্মুক্ত রাখলে 49. বেনজিন চকে ~CF, মূলক থাকলে কোন কার্বনে ইলেকট্রন (৮) 080 রাখলে বন্ধ অবস্থায় ঘনত্ব বেশি থাকে? (9) CHC, কেরোসিনে রাখলে (awd (0৮) প্যারা (৫) কোনটিই নয় (© abt (4) সবগুলিতে একই থাকে""}]"
previous_year,,,181,56,draft,easy,needs_review,,zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি রুই মাছের প্রধান চলন অঙ্গ? OF ® fr (৯) বক্ষ পাখনা (৮) শ্রোণী পাখনা OF (৫) we © পুচ্ছ পাখনা [Chad ৩9. কোনটি শ্বদনের রাসায়নিক নিয়ন্ত্রণের উপাদান নয়?,[]
previous_year,,,182,63,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি মাল্টিপল আযালিলিজমের উদাহরণ? বেগ কত? (2) ABOTIS গ্রুপ (৬) সমপ্রকটতা (৪) 40ms™,"[{""label"":""b"",""text"":""30ms™!""},{""label"":""c"",""text"":""20ms~!""},{""label"":""d"",""text"":""10705$-7 (© পরিপূরক জিন (8) এপিস্টেসিস 75. নেয় 0) + ০0753) + tnt (2) +a""}]"
previous_year,,,182,66,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,প্রাণিকোষে GTR পোলারাইজড বিন্যাস কোন ধাপে | 77. (rey দেখা যায়? @2(e-1) ® 26+) (৬) লেপ্টোটিন (৮) জাইগোটিন @21-¢) @ e+) ৩) প্যাকাইটিন (4) ভায়াকাইনেসিস 7৪. lin =,[]
previous_year,,,183,58,draft,hard,needs_review,,genetics|zoology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কতটি জিন লাইসোসোমের অটোফ্যাগী নিয়ন্ত্রণ করে? 71. কোন প্রাণী মনোট্রিম বহন করে? @8oB (৬১১৫টি (০১৬০টি (4)৫০টি © একিডনা (৮) ক্যাঙ্গার (০) কোয়ালা (৫) শুগুক,[]
previous_year,,,183,59,draft,easy,needs_review,,zoology|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোনটি ভাইরাসের বৈশিষ্ট্য নয়? 72. ঘাসফড়িং এর মেসেন্টেরন কোন Si ভর থেকে সৃষ্টি হয়? (৭) দৈহিক বৃদ্ধিনেহ (৮) ব্যাপন করা যায়না © «trend © মেসোটিয়া (© পুষটিকরিয়া নেই (৬) স্বাধীনভাবে প্রজননক্ষম নয় এ) এন্ডোডার্ম (4) ard © ৩০. SEITE রোগের জন্য দায়ী ভাইরাস কোনটি? 7. - আপতিত পুত নে বক য় @) ৯স on © Fens) ভেছিওলা ভইয়াস 74. গ্লাইকোজেনেলোইসিসের ফ্রিয়াহুল কোনটি? (9) র্যাবিস ভাইরাস (৫) ভ্যারিসেলা-জোস্টার ভাইরাস Ow (৬) মাংসপেশি,[]
previous_year,,,183,62,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন উদ্ভিদে সচুড়পক্ষণ যৌগিক পত্র দেখা যায়? (©) নার্স af ও) হেপাটোসাইট (৭) গোলাপ FR FE (৫) বাঁদরলাঠি | 76. Joo IE কোন রোগটি হওয়ার সম্ভাবনা নেই?,[]
previous_year,,,183,70,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন গাছের পাতা চিনির বিকষ্প হিসেবে ব্যবহৃত হয়? কোনটি? @ drabidopsis (8) Stevia @2eosx (0) ~2co0sx (0) কুপুম ফুল (4) গাজর (@-2sinx @2sinx rrr > পরিবর্তনের প্রত্যয়ে re পথচলা... 17,[]
previous_year,,,193,62,draft,easy,needs_review,,cell-biology|plant-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন কোষ অনাল্রম্যতার জন্য বিপদজনক? 76. একক আলো হিসেবে কোন বর্ণের আলোতে সালোকসংশ্লেষণ (৪) T লিস্ফোসাইট (8) B লিস্ফোসাইট সবচেয়ে ভালো হয়? ©NK Cell (৫) মনোসাইট (৬) লাল oF (বেগুনী (৫)কমলা,[]
previous_year,,,193,66,draft,hard,needs_review,,genetics,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ওটাইটিস মিডিয়া হলো দেহের তাপমাত্রা থাকে- জিন (© fem WIE (IF @©I0FF (9) 103F,[]
previous_year,,,193,70,draft,easy,needs_review,,microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"নিচের কোনটি দপ্তাকার ভাইরাস? গর 0-4 1 “= লাম wv 58. a=[f wm, deren) এর মান কত? © To ভাইরাস (৭) ইবোলা ভাইরাস @1 (©) -4 ©—-1 @-1",[]
previous_year,,,193,71,draft,easy,needs_review,,botany|microbiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"ভেল অপসারণে কোন ব্যাকটেরিয়ায় ব্যবহৃত হয়? 55. USE এর মান কত? * (2) Zooglea ramigera xo ©) Pseudomonas aeruginosa @-2 ®-1 ০৫ @3 ৬৪ 60০. পু ০৪৭1৮ হলে, ৪+ ৮৩৫ নি (৫) Clostridium , © z ® ত্র © z «@ z Co Sf অস্থানিক মূল থাকে? 61. 4(0,0),83,0) ও C(0,4) Frey ছারা গঠিত Reg (9) ধান (৮) অর্কিড (০১ অশথ (৫)আদা 'অন্তঃকেন্দ্রের স্থানাঙ্ক কত?",[]
previous_year,,,193,74,draft,easy,needs_review,,cell-biology|botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন গাছের পাতার তকে বুলিফর্ম কোষ পাওয়া যায় না? ০০.) (4) কোনোটিই নয়,"[{""label"":""a"",""text"":""আখ oF © (0) ঘাস 62. x+y = ০ রেখার সাপেক্ষে (-5,7) বিদ্দুর প্রতিবিম্ব কোনটি? 75, কোথায় মেসার্ক গঠন দেখা যায়? ৬০75) ® (7.5) OF mm @T (৫)মজ্জা @ 7-5) ও ছে ডর পন্য oe vom... হি""}]"
previous_year,,,201,49,draft,easy,needs_review,,cell-biology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,DEI (DICE GCE) ART WTAE ও (2) Domain Name System MATS প্রমাণ বিজারণ বিভব যথাক্রমে ~0.76V ও ©) Doman Name Server $034V | কোষটির সামিক বিজব- (©) Domain Number System @110V_ ®)-110V (042 (&) -042% (0) Domain Number of Server,[]
previous_year,,,201,50,draft,easy,needs_review,,,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,নিচের কোনটি সবচেয়ে বেশি স্ষ্যরীয়? ৩4. সি ভাষায় তৈরি করা প্রোগ্রাম ফাইলের এক্সটেনশন কোনটি?,"[{""label"":""a"",""text"":""(0103)""},{""label"":""b"",""text"":""CH; = NH {""},{""label"":""c"",""text"":"".doc (0). xls. Nh ৩5. ডেটাবেজ থেকে কোনো তথ্য খোঁজার জন্য কোনটি ব্যবহার করা হয়? ওম @ ©) @XML MHTML SQL (§ DHTML খ-শাখা (বচ্ছি""}]"
previous_year,,,201,57,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,কোন উদ্ভিদের শুক্রাণু সর্ববৃহৎ? © dr ’,"[{""label"":""a"",""text"":""Gretwum (0) Ginkgo""},{""label"":""c"",""text"":""Pi""},{""label"":""d"",""text"":""Cre 66. কোষ চরের সং TE me “ @1020% (6) 30-40% ৩৪. কোনটি মাস টিস্যুর উদাহরণ? _ (93650% (70-90% শে পাতা ig ge 67. COT RSTO জন্য প্রয়োজনীয় শক্তি (ATR) তৈরি হয়? (৩) কাণ্ডের মজ্জার রশ্যি (৫) বর্ধনশীল জণ (২) প্রোফেজ (8) 0। দশ্য (০) 0:দশা (৫) দশ্য""}]"
previous_year,,,202,77,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,Ako +k ৬০ এর মান কত হবে? 68. অসথিভঙ্গ মূলত কত প্রকার? @-1 Be @-o 4)০ @ ®° © @1,[]
previous_year,,,202,79,draft,easy,needs_review,,botany,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,[2451+ 12-5) = 16 উপযৃত্তটির উৎকেন্দ্রিকতা কত? | 70. WAS লসিকাগ্রন্থ ফুলে গেলে কোনটি হতে পারে? ওঃ ৈ ও) সাইনুমাইটিস ©) ওটাইটিস মিডিয়া ext pre vm— © awl ত্য,[]
previous_year,,,202,80,draft,easy,needs_review,,human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,"৯৩৭১২ ০9 এবং২ +১২+ nk By bm OTE | 71 AB গ্রুপের ব্যক্তিরা কোন কোন গ্রুপকে রক্ত দান করতে পারে? পরস্পরকে ARI স্পর্শ করলে ০ এর মান কত? নদ ০১৪৭৪ @-3% ®-21 ©B @21 টে AB (@A""B*,0*",[]
previous_year,,,202,72,draft,easy,needs_review,,cell-biology|human-physiology,missing-or-unreadable-options|missing-correct-answer|ocr-review-required|answer-needs-review,ER থেকে শর্করা তৈরিতে কোন A ভূমিকা পালন করে? ইনসুলিন 0) afr ৩6. কোনটিতে অয় ক্লিতেজ দেখা যায়? © ধুকাগন @ আযাজেনালিন (3) Chordata ©) Annelida 73. ফোনটিতে আমোগিট লার্জা পাওয়া যায়? © Mollusca (৫) Arthropoda শে য্যাগফিশ © 5া. ক্রোমোজমীয় নৃত্য কোন দশায় দেখা যায়? (9) প্রোফেজ (৮) খ্রো-মেটাফেজ (©) Fg @ আযাকটিনোপটেরিজি (0) মেটাফেজ (4) সবকটিতে 74. অস্তঃকোষীয় পরিপাকে সাহায্য করে কোনটি? ৩8. JRE দেহে কিউটিকন তৈরিতে কোন কোষ ভূমিকা পালন করে? (৩) রাইবোজোম © লাইসোজ্জোম (৯) পেশি-আবরণী কোষ,"[{""label"":""b"",""text"":""সংবেদী কোষ (©) সেন্দ্রিওল (৫) পারঅস্সিজোম (৩) সলায়ু কোষ (4)প্রন্থি কোষ 75. কোথায় পারঅস্সিজোম অধিক পরিমাণে থাকে?""}]"
